gene:Zm00001eb000250 gene:Zm00001eb000290
gene:Zm00001eb061690 gene:Zm00001eb061710
gene:Zm00001eb061700 gene:Zm00001eb061710
gene:Zm00001eb061700 gene:Zm00001eb061720
gene:Zm00001eb061710 gene:Zm00001eb061720
gene:Zm00001eb061770 gene:Zm00001eb061780
gene:Zm00001eb061770 gene:Zm00001eb061830
gene:Zm00001eb061780 gene:Zm00001eb061830
gene:Zm00001eb062360 gene:Zm00001eb062390
gene:Zm00001eb062560 gene:Zm00001eb062570
gene:Zm00001eb062580 gene:Zm00001eb062600
gene:Zm00001eb062640 gene:Zm00001eb062660
gene:Zm00001eb062850 gene:Zm00001eb062860
gene:Zm00001eb062950 gene:Zm00001eb062960
gene:Zm00001eb062950 gene:Zm00001eb062990
gene:Zm00001eb062960 gene:Zm00001eb062990
gene:Zm00001eb062990 gene:Zm00001eb063000
gene:Zm00001eb062990 gene:Zm00001eb063010
gene:Zm00001eb063000 gene:Zm00001eb063010
gene:Zm00001eb063000 gene:Zm00001eb063020
gene:Zm00001eb063010 gene:Zm00001eb063020
gene:Zm00001eb063010 gene:Zm00001eb063030
gene:Zm00001eb063020 gene:Zm00001eb063030
gene:Zm00001eb063200 gene:Zm00001eb063210
gene:Zm00001eb063810 gene:Zm00001eb063840
gene:Zm00001eb063840 gene:Zm00001eb063860
gene:Zm00001eb064990 gene:Zm00001eb065010
gene:Zm00001eb065030 gene:Zm00001eb065040
gene:Zm00001eb065030 gene:Zm00001eb065050
gene:Zm00001eb065190 gene:Zm00001eb065250
gene:Zm00001eb065430 gene:Zm00001eb065440
gene:Zm00001eb404760 gene:Zm00001eb404780
gene:Zm00001eb404790 gene:Zm00001eb404800
gene:Zm00001eb404910 gene:Zm00001eb404920
gene:Zm00001eb405160 gene:Zm00001eb405180
gene:Zm00001eb405270 gene:Zm00001eb405290
gene:Zm00001eb405450 gene:Zm00001eb405470
gene:Zm00001eb405470 gene:Zm00001eb405510
gene:Zm00001eb405500 gene:Zm00001eb405530
gene:Zm00001eb405670 gene:Zm00001eb405700
gene:Zm00001eb405800 gene:Zm00001eb405820
gene:Zm00001eb405860 gene:Zm00001eb405870
gene:Zm00001eb405860 gene:Zm00001eb405880
gene:Zm00001eb405870 gene:Zm00001eb405880
gene:Zm00001eb405870 gene:Zm00001eb405900
gene:Zm00001eb405880 gene:Zm00001eb405900
gene:Zm00001eb405880 gene:Zm00001eb405910
gene:Zm00001eb405900 gene:Zm00001eb405910
gene:Zm00001eb405900 gene:Zm00001eb405920
gene:Zm00001eb405910 gene:Zm00001eb405920
gene:Zm00001eb405910 gene:Zm00001eb405930
gene:Zm00001eb405920 gene:Zm00001eb405940
gene:Zm00001eb405930 gene:Zm00001eb405940
gene:Zm00001eb405930 gene:Zm00001eb405960
gene:Zm00001eb405940 gene:Zm00001eb405960
gene:Zm00001eb405960 gene:Zm00001eb405980
gene:Zm00001eb406000 gene:Zm00001eb406030
gene:Zm00001eb406040 gene:Zm00001eb406050
gene:Zm00001eb406100 gene:Zm00001eb406130
gene:Zm00001eb406150 gene:Zm00001eb406170
gene:Zm00001eb406160 gene:Zm00001eb406180
gene:Zm00001eb406220 gene:Zm00001eb406250
gene:Zm00001eb406250 gene:Zm00001eb406290
gene:Zm00001eb406460 gene:Zm00001eb406480
gene:Zm00001eb406580 gene:Zm00001eb406590
gene:Zm00001eb406610 gene:Zm00001eb406660
gene:Zm00001eb406620 gene:Zm00001eb406650
gene:Zm00001eb406630 gene:Zm00001eb406640
gene:Zm00001eb406700 gene:Zm00001eb406710
gene:Zm00001eb407160 gene:Zm00001eb407180
gene:Zm00001eb407260 gene:Zm00001eb407280
gene:Zm00001eb407280 gene:Zm00001eb407290
gene:Zm00001eb407280 gene:Zm00001eb407300
gene:Zm00001eb407290 gene:Zm00001eb407300
gene:Zm00001eb407290 gene:Zm00001eb407310
gene:Zm00001eb407300 gene:Zm00001eb407310
gene:Zm00001eb407300 gene:Zm00001eb407320
gene:Zm00001eb407310 gene:Zm00001eb407320
gene:Zm00001eb407310 gene:Zm00001eb407330
gene:Zm00001eb407320 gene:Zm00001eb407330
gene:Zm00001eb407320 gene:Zm00001eb407350
gene:Zm00001eb407330 gene:Zm00001eb407350
gene:Zm00001eb407350 gene:Zm00001eb407360
gene:Zm00001eb407350 gene:Zm00001eb407370
gene:Zm00001eb407360 gene:Zm00001eb407370
gene:Zm00001eb407360 gene:Zm00001eb407380
gene:Zm00001eb407370 gene:Zm00001eb407380
gene:Zm00001eb407380 gene:Zm00001eb407430
gene:Zm00001eb407390 gene:Zm00001eb407440
gene:Zm00001eb407400 gene:Zm00001eb407440
gene:Zm00001eb407470 gene:Zm00001eb407480
gene:Zm00001eb407510 gene:Zm00001eb407520
gene:Zm00001eb407720 gene:Zm00001eb407730
gene:Zm00001eb407810 gene:Zm00001eb407830
gene:Zm00001eb407850 gene:Zm00001eb407860
gene:Zm00001eb407900 gene:Zm00001eb407910
gene:Zm00001eb408350 gene:Zm00001eb408360
gene:Zm00001eb408350 gene:Zm00001eb408380
gene:Zm00001eb408360 gene:Zm00001eb408380
gene:Zm00001eb408380 gene:Zm00001eb408430
gene:Zm00001eb408900 gene:Zm00001eb408920
gene:Zm00001eb409060 gene:Zm00001eb409080
gene:Zm00001eb409280 gene:Zm00001eb409300
gene:Zm00001eb409280 gene:Zm00001eb409320
gene:Zm00001eb409300 gene:Zm00001eb409320
gene:Zm00001eb409310 gene:Zm00001eb409330
gene:Zm00001eb409320 gene:Zm00001eb409350
gene:Zm00001eb409350 gene:Zm00001eb409390
gene:Zm00001eb409820 gene:Zm00001eb409830
gene:Zm00001eb410450 gene:Zm00001eb410470
gene:Zm00001eb410460 gene:Zm00001eb410490
gene:Zm00001eb410470 gene:Zm00001eb410500
gene:Zm00001eb410480 gene:Zm00001eb410500
gene:Zm00001eb410750 gene:Zm00001eb410770
gene:Zm00001eb410760 gene:Zm00001eb410780
gene:Zm00001eb410780 gene:Zm00001eb410800
gene:Zm00001eb411000 gene:Zm00001eb411020
gene:Zm00001eb411380 gene:Zm00001eb411430
gene:Zm00001eb411950 gene:Zm00001eb411960
gene:Zm00001eb411950 gene:Zm00001eb411970
gene:Zm00001eb411960 gene:Zm00001eb411970
gene:Zm00001eb412770 gene:Zm00001eb412780
gene:Zm00001eb412960 gene:Zm00001eb412970
gene:Zm00001eb412960 gene:Zm00001eb412980
gene:Zm00001eb412970 gene:Zm00001eb412980
gene:Zm00001eb412970 gene:Zm00001eb412990
gene:Zm00001eb412980 gene:Zm00001eb412990
gene:Zm00001eb413170 gene:Zm00001eb413200
gene:Zm00001eb413180 gene:Zm00001eb413190
gene:Zm00001eb413180 gene:Zm00001eb413210
gene:Zm00001eb413190 gene:Zm00001eb413210
gene:Zm00001eb413210 gene:Zm00001eb413250
gene:Zm00001eb413250 gene:Zm00001eb413260
gene:Zm00001eb414110 gene:Zm00001eb414130
gene:Zm00001eb414210 gene:Zm00001eb414220
gene:Zm00001eb414330 gene:Zm00001eb414340
gene:Zm00001eb414340 gene:Zm00001eb414360
gene:Zm00001eb414340 gene:Zm00001eb414390
gene:Zm00001eb414360 gene:Zm00001eb414390
gene:Zm00001eb414390 gene:Zm00001eb414450
gene:Zm00001eb414500 gene:Zm00001eb414510
gene:Zm00001eb414880 gene:Zm00001eb414890
gene:Zm00001eb414890 gene:Zm00001eb414900
gene:Zm00001eb415070 gene:Zm00001eb415080
gene:Zm00001eb415070 gene:Zm00001eb415090
gene:Zm00001eb415080 gene:Zm00001eb415090
gene:Zm00001eb415080 gene:Zm00001eb415100
gene:Zm00001eb415090 gene:Zm00001eb415130
gene:Zm00001eb415100 gene:Zm00001eb415130
gene:Zm00001eb415110 gene:Zm00001eb415120
gene:Zm00001eb415130 gene:Zm00001eb415160
gene:Zm00001eb415830 gene:Zm00001eb415870
gene:Zm00001eb415870 gene:Zm00001eb415880
gene:Zm00001eb415870 gene:Zm00001eb415910
gene:Zm00001eb415880 gene:Zm00001eb415910
gene:Zm00001eb415910 gene:Zm00001eb415920
gene:Zm00001eb416260 gene:Zm00001eb416270
gene:Zm00001eb416260 gene:Zm00001eb416280
gene:Zm00001eb416270 gene:Zm00001eb416280
gene:Zm00001eb416270 gene:Zm00001eb416310
gene:Zm00001eb416370 gene:Zm00001eb416380
gene:Zm00001eb416470 gene:Zm00001eb416480
gene:Zm00001eb416600 gene:Zm00001eb416610
gene:Zm00001eb416600 gene:Zm00001eb416630
gene:Zm00001eb416610 gene:Zm00001eb416630
gene:Zm00001eb416690 gene:Zm00001eb416700
gene:Zm00001eb416710 gene:Zm00001eb416720
gene:Zm00001eb416910 gene:Zm00001eb416920
gene:Zm00001eb416910 gene:Zm00001eb416930
gene:Zm00001eb416920 gene:Zm00001eb416930
gene:Zm00001eb417170 gene:Zm00001eb417190
gene:Zm00001eb417280 gene:Zm00001eb417290
gene:Zm00001eb417280 gene:Zm00001eb417330
gene:Zm00001eb417290 gene:Zm00001eb417330
gene:Zm00001eb417320 gene:Zm00001eb417380
gene:Zm00001eb417330 gene:Zm00001eb417340
gene:Zm00001eb417330 gene:Zm00001eb417350
gene:Zm00001eb417340 gene:Zm00001eb417350
gene:Zm00001eb417410 gene:Zm00001eb417430
gene:Zm00001eb417830 gene:Zm00001eb417840
gene:Zm00001eb417830 gene:Zm00001eb417880
gene:Zm00001eb417840 gene:Zm00001eb417880
gene:Zm00001eb418090 gene:Zm00001eb418130
gene:Zm00001eb418130 gene:Zm00001eb418140
gene:Zm00001eb418250 gene:Zm00001eb418280
gene:Zm00001eb418510 gene:Zm00001eb418560
gene:Zm00001eb418560 gene:Zm00001eb418590
gene:Zm00001eb418650 gene:Zm00001eb418680
gene:Zm00001eb418970 gene:Zm00001eb418980
gene:Zm00001eb419010 gene:Zm00001eb419040
gene:Zm00001eb419140 gene:Zm00001eb419150
gene:Zm00001eb419170 gene:Zm00001eb419180
gene:Zm00001eb419310 gene:Zm00001eb419320
gene:Zm00001eb419710 gene:Zm00001eb419720
gene:Zm00001eb420740 gene:Zm00001eb420800
gene:Zm00001eb420860 gene:Zm00001eb420870
gene:Zm00001eb421250 gene:Zm00001eb421270
gene:Zm00001eb421630 gene:Zm00001eb421690
gene:Zm00001eb421950 gene:Zm00001eb421960
gene:Zm00001eb422210 gene:Zm00001eb422250
gene:Zm00001eb422250 gene:Zm00001eb422270
gene:Zm00001eb422260 gene:Zm00001eb422280
gene:Zm00001eb422270 gene:Zm00001eb422290
gene:Zm00001eb422280 gene:Zm00001eb422320
gene:Zm00001eb422290 gene:Zm00001eb422300
gene:Zm00001eb422290 gene:Zm00001eb422310
gene:Zm00001eb422300 gene:Zm00001eb422310
gene:Zm00001eb422300 gene:Zm00001eb422330
gene:Zm00001eb422310 gene:Zm00001eb422330
gene:Zm00001eb422320 gene:Zm00001eb422340
gene:Zm00001eb423200 gene:Zm00001eb423260
gene:Zm00001eb423450 gene:Zm00001eb423470
gene:Zm00001eb423640 gene:Zm00001eb423700
gene:Zm00001eb423670 gene:Zm00001eb423690
gene:Zm00001eb423680 gene:Zm00001eb423720
gene:Zm00001eb423690 gene:Zm00001eb423740
gene:Zm00001eb423720 gene:Zm00001eb423730
gene:Zm00001eb423750 gene:Zm00001eb423800
gene:Zm00001eb423990 gene:Zm00001eb424000
gene:Zm00001eb424090 gene:Zm00001eb424140
gene:Zm00001eb424100 gene:Zm00001eb424140
gene:Zm00001eb424110 gene:Zm00001eb424120
gene:Zm00001eb424110 gene:Zm00001eb424150
gene:Zm00001eb424120 gene:Zm00001eb424150
gene:Zm00001eb424130 gene:Zm00001eb424170
gene:Zm00001eb424140 gene:Zm00001eb424180
gene:Zm00001eb424150 gene:Zm00001eb424160
gene:Zm00001eb424150 gene:Zm00001eb424190
gene:Zm00001eb424160 gene:Zm00001eb424190
gene:Zm00001eb424180 gene:Zm00001eb424200
gene:Zm00001eb424200 gene:Zm00001eb424230
gene:Zm00001eb424430 gene:Zm00001eb424440
gene:Zm00001eb425070 gene:Zm00001eb425080
gene:Zm00001eb426150 gene:Zm00001eb426160
gene:Zm00001eb426390 gene:Zm00001eb426400
gene:Zm00001eb426510 gene:Zm00001eb426520
gene:Zm00001eb426790 gene:Zm00001eb426840
gene:Zm00001eb426800 gene:Zm00001eb426810
gene:Zm00001eb426800 gene:Zm00001eb426820
gene:Zm00001eb426810 gene:Zm00001eb426820
gene:Zm00001eb426810 gene:Zm00001eb426830
gene:Zm00001eb426820 gene:Zm00001eb426830
gene:Zm00001eb426820 gene:Zm00001eb426850
gene:Zm00001eb426830 gene:Zm00001eb426850
gene:Zm00001eb426850 gene:Zm00001eb426860
gene:Zm00001eb426850 gene:Zm00001eb426870
gene:Zm00001eb426860 gene:Zm00001eb426870
gene:Zm00001eb426920 gene:Zm00001eb426930
gene:Zm00001eb426920 gene:Zm00001eb426940
gene:Zm00001eb426930 gene:Zm00001eb426940
gene:Zm00001eb427260 gene:Zm00001eb427270
gene:Zm00001eb427290 gene:Zm00001eb427300
gene:Zm00001eb427290 gene:Zm00001eb427310
gene:Zm00001eb427300 gene:Zm00001eb427310
gene:Zm00001eb427300 gene:Zm00001eb427320
gene:Zm00001eb427310 gene:Zm00001eb427320
gene:Zm00001eb427990 gene:Zm00001eb428010
gene:Zm00001eb428000 gene:Zm00001eb428010
gene:Zm00001eb428170 gene:Zm00001eb428210
gene:Zm00001eb428280 gene:Zm00001eb428290
gene:Zm00001eb429230 gene:Zm00001eb429240
gene:Zm00001eb429530 gene:Zm00001eb429540
gene:Zm00001eb429530 gene:Zm00001eb429560
gene:Zm00001eb429540 gene:Zm00001eb429560
gene:Zm00001eb429570 gene:Zm00001eb429600
gene:Zm00001eb429650 gene:Zm00001eb429660
gene:Zm00001eb429650 gene:Zm00001eb429670
gene:Zm00001eb429660 gene:Zm00001eb429670
gene:Zm00001eb429750 gene:Zm00001eb429760
gene:Zm00001eb429790 gene:Zm00001eb429800
gene:Zm00001eb429960 gene:Zm00001eb429980
gene:Zm00001eb429970 gene:Zm00001eb429990
gene:Zm00001eb430000 gene:Zm00001eb430020
gene:Zm00001eb430190 gene:Zm00001eb430200
gene:Zm00001eb430190 gene:Zm00001eb430210
gene:Zm00001eb430200 gene:Zm00001eb430210
gene:Zm00001eb430200 gene:Zm00001eb430220
gene:Zm00001eb430210 gene:Zm00001eb430220
gene:Zm00001eb430410 gene:Zm00001eb430420
gene:Zm00001eb430940 gene:Zm00001eb430990
gene:Zm00001eb431500 gene:Zm00001eb431510
gene:Zm00001eb431500 gene:Zm00001eb431520
gene:Zm00001eb431510 gene:Zm00001eb431520
gene:Zm00001eb431610 gene:Zm00001eb431620
gene:Zm00001eb432420 gene:Zm00001eb432450
gene:Zm00001eb432480 gene:Zm00001eb432490
gene:Zm00001eb432870 gene:Zm00001eb432880
gene:Zm00001eb433440 gene:Zm00001eb433450
gene:Zm00001eb434130 gene:Zm00001eb434150
gene:Zm00001eb066220 gene:Zm00001eb066250
gene:Zm00001eb066420 gene:Zm00001eb066470
gene:Zm00001eb066700 gene:Zm00001eb066720
gene:Zm00001eb066720 gene:Zm00001eb066740
gene:Zm00001eb066740 gene:Zm00001eb066750
gene:Zm00001eb066740 gene:Zm00001eb066760
gene:Zm00001eb066750 gene:Zm00001eb066760
gene:Zm00001eb066850 gene:Zm00001eb066860
gene:Zm00001eb066910 gene:Zm00001eb066920
gene:Zm00001eb066980 gene:Zm00001eb066990
gene:Zm00001eb066980 gene:Zm00001eb067000
gene:Zm00001eb066990 gene:Zm00001eb067000
gene:Zm00001eb066990 gene:Zm00001eb067010
gene:Zm00001eb067000 gene:Zm00001eb067010
gene:Zm00001eb067040 gene:Zm00001eb067060
gene:Zm00001eb067230 gene:Zm00001eb067250
gene:Zm00001eb067250 gene:Zm00001eb067260
gene:Zm00001eb067400 gene:Zm00001eb067430
gene:Zm00001eb067390 gene:Zm00001eb067420
gene:Zm00001eb067840 gene:Zm00001eb067850
gene:Zm00001eb067840 gene:Zm00001eb067860
gene:Zm00001eb067850 gene:Zm00001eb067860
gene:Zm00001eb067850 gene:Zm00001eb067870
gene:Zm00001eb067860 gene:Zm00001eb067870
gene:Zm00001eb067860 gene:Zm00001eb067880
gene:Zm00001eb067870 gene:Zm00001eb067880
gene:Zm00001eb067890 gene:Zm00001eb067900
gene:Zm00001eb068310 gene:Zm00001eb068320
gene:Zm00001eb068410 gene:Zm00001eb068420
gene:Zm00001eb068460 gene:Zm00001eb068470
gene:Zm00001eb068480 gene:Zm00001eb068510
gene:Zm00001eb069040 gene:Zm00001eb069050
gene:Zm00001eb069310 gene:Zm00001eb069320
gene:Zm00001eb069310 gene:Zm00001eb069330
gene:Zm00001eb069320 gene:Zm00001eb069330
gene:Zm00001eb069390 gene:Zm00001eb069420
gene:Zm00001eb069400 gene:Zm00001eb069440
gene:Zm00001eb069410 gene:Zm00001eb069440
gene:Zm00001eb069440 gene:Zm00001eb069460
gene:Zm00001eb069460 gene:Zm00001eb069480
gene:Zm00001eb069480 gene:Zm00001eb069490
gene:Zm00001eb069480 gene:Zm00001eb069520
gene:Zm00001eb069490 gene:Zm00001eb069520
gene:Zm00001eb069520 gene:Zm00001eb069530
gene:Zm00001eb069520 gene:Zm00001eb069550
gene:Zm00001eb069530 gene:Zm00001eb069550
gene:Zm00001eb069540 gene:Zm00001eb069560
gene:Zm00001eb069670 gene:Zm00001eb069680
gene:Zm00001eb069670 gene:Zm00001eb069690
gene:Zm00001eb069680 gene:Zm00001eb069690
gene:Zm00001eb069810 gene:Zm00001eb069870
gene:Zm00001eb069820 gene:Zm00001eb069880
gene:Zm00001eb069870 gene:Zm00001eb069890
gene:Zm00001eb069890 gene:Zm00001eb069940
gene:Zm00001eb070030 gene:Zm00001eb070040
gene:Zm00001eb070270 gene:Zm00001eb070280
gene:Zm00001eb070620 gene:Zm00001eb070660
gene:Zm00001eb070700 gene:Zm00001eb070730
gene:Zm00001eb070720 gene:Zm00001eb070730
gene:Zm00001eb071070 gene:Zm00001eb071080
gene:Zm00001eb071070 gene:Zm00001eb071090
gene:Zm00001eb071080 gene:Zm00001eb071090
gene:Zm00001eb071510 gene:Zm00001eb071530
gene:Zm00001eb071640 gene:Zm00001eb071650
gene:Zm00001eb071640 gene:Zm00001eb071660
gene:Zm00001eb071650 gene:Zm00001eb071660
gene:Zm00001eb071870 gene:Zm00001eb071880
gene:Zm00001eb071870 gene:Zm00001eb071890
gene:Zm00001eb071880 gene:Zm00001eb071890
gene:Zm00001eb071970 gene:Zm00001eb071980
gene:Zm00001eb072170 gene:Zm00001eb072180
gene:Zm00001eb072310 gene:Zm00001eb072330
gene:Zm00001eb072600 gene:Zm00001eb072610
gene:Zm00001eb072650 gene:Zm00001eb072660
gene:Zm00001eb072650 gene:Zm00001eb072670
gene:Zm00001eb072660 gene:Zm00001eb072670
gene:Zm00001eb072670 gene:Zm00001eb072680
gene:Zm00001eb072670 gene:Zm00001eb072690
gene:Zm00001eb072680 gene:Zm00001eb072690
gene:Zm00001eb072680 gene:Zm00001eb072700
gene:Zm00001eb072690 gene:Zm00001eb072700
gene:Zm00001eb072920 gene:Zm00001eb072940
gene:Zm00001eb072960 gene:Zm00001eb072970
gene:Zm00001eb073110 gene:Zm00001eb073120
gene:Zm00001eb073630 gene:Zm00001eb073670
gene:Zm00001eb073640 gene:Zm00001eb073650
gene:Zm00001eb074290 gene:Zm00001eb074300
gene:Zm00001eb074330 gene:Zm00001eb074370
gene:Zm00001eb074360 gene:Zm00001eb074380
gene:Zm00001eb074540 gene:Zm00001eb074550
gene:Zm00001eb074730 gene:Zm00001eb074750
gene:Zm00001eb074750 gene:Zm00001eb074770
gene:Zm00001eb074900 gene:Zm00001eb074910
gene:Zm00001eb074900 gene:Zm00001eb074930
gene:Zm00001eb074910 gene:Zm00001eb074930
gene:Zm00001eb075330 gene:Zm00001eb075360
gene:Zm00001eb075660 gene:Zm00001eb075670
gene:Zm00001eb076090 gene:Zm00001eb076100
gene:Zm00001eb076110 gene:Zm00001eb076150
gene:Zm00001eb076170 gene:Zm00001eb076180
gene:Zm00001eb076170 gene:Zm00001eb076190
gene:Zm00001eb076180 gene:Zm00001eb076190
gene:Zm00001eb076180 gene:Zm00001eb076200
gene:Zm00001eb076190 gene:Zm00001eb076200
gene:Zm00001eb076190 gene:Zm00001eb076210
gene:Zm00001eb076200 gene:Zm00001eb076210
gene:Zm00001eb076240 gene:Zm00001eb076260
gene:Zm00001eb076250 gene:Zm00001eb076270
gene:Zm00001eb076270 gene:Zm00001eb076290
gene:Zm00001eb076280 gene:Zm00001eb076300
gene:Zm00001eb076740 gene:Zm00001eb076750
gene:Zm00001eb076880 gene:Zm00001eb076900
gene:Zm00001eb077220 gene:Zm00001eb077230
gene:Zm00001eb077270 gene:Zm00001eb077280
gene:Zm00001eb077270 gene:Zm00001eb077290
gene:Zm00001eb077280 gene:Zm00001eb077310
gene:Zm00001eb077290 gene:Zm00001eb077310
gene:Zm00001eb077300 gene:Zm00001eb077320
gene:Zm00001eb077310 gene:Zm00001eb077330
gene:Zm00001eb077320 gene:Zm00001eb077340
gene:Zm00001eb077490 gene:Zm00001eb077500
gene:Zm00001eb077490 gene:Zm00001eb077510
gene:Zm00001eb077500 gene:Zm00001eb077520
gene:Zm00001eb077510 gene:Zm00001eb077520
gene:Zm00001eb077530 gene:Zm00001eb077560
gene:Zm00001eb077630 gene:Zm00001eb077640
gene:Zm00001eb077710 gene:Zm00001eb077720
gene:Zm00001eb077740 gene:Zm00001eb077750
gene:Zm00001eb078290 gene:Zm00001eb078320
gene:Zm00001eb078320 gene:Zm00001eb078340
gene:Zm00001eb078390 gene:Zm00001eb078400
gene:Zm00001eb078390 gene:Zm00001eb078410
gene:Zm00001eb078400 gene:Zm00001eb078410
gene:Zm00001eb078660 gene:Zm00001eb078670
gene:Zm00001eb078660 gene:Zm00001eb078680
gene:Zm00001eb078670 gene:Zm00001eb078680
gene:Zm00001eb078670 gene:Zm00001eb078690
gene:Zm00001eb078680 gene:Zm00001eb078690
gene:Zm00001eb078680 gene:Zm00001eb078700
gene:Zm00001eb078690 gene:Zm00001eb078700
gene:Zm00001eb078690 gene:Zm00001eb078710
gene:Zm00001eb078700 gene:Zm00001eb078710
gene:Zm00001eb078720 gene:Zm00001eb078730
gene:Zm00001eb078720 gene:Zm00001eb078740
gene:Zm00001eb078730 gene:Zm00001eb078740
gene:Zm00001eb078920 gene:Zm00001eb078930
gene:Zm00001eb079030 gene:Zm00001eb079050
gene:Zm00001eb079050 gene:Zm00001eb079060
gene:Zm00001eb079050 gene:Zm00001eb079100
gene:Zm00001eb079060 gene:Zm00001eb079100
gene:Zm00001eb079430 gene:Zm00001eb079440
gene:Zm00001eb079430 gene:Zm00001eb079460
gene:Zm00001eb079440 gene:Zm00001eb079460
gene:Zm00001eb079730 gene:Zm00001eb079740
gene:Zm00001eb079990 gene:Zm00001eb080020
gene:Zm00001eb080020 gene:Zm00001eb080030
gene:Zm00001eb080130 gene:Zm00001eb080170
gene:Zm00001eb080150 gene:Zm00001eb080170
gene:Zm00001eb080170 gene:Zm00001eb080180
gene:Zm00001eb080170 gene:Zm00001eb080210
gene:Zm00001eb080180 gene:Zm00001eb080210
gene:Zm00001eb080520 gene:Zm00001eb080530
gene:Zm00001eb080580 gene:Zm00001eb080590
gene:Zm00001eb080870 gene:Zm00001eb080890
gene:Zm00001eb080890 gene:Zm00001eb080910
gene:Zm00001eb081130 gene:Zm00001eb081160
gene:Zm00001eb081160 gene:Zm00001eb081170
gene:Zm00001eb081210 gene:Zm00001eb081230
gene:Zm00001eb081280 gene:Zm00001eb081290
gene:Zm00001eb081360 gene:Zm00001eb081380
gene:Zm00001eb081460 gene:Zm00001eb081470
gene:Zm00001eb081550 gene:Zm00001eb081600
gene:Zm00001eb081570 gene:Zm00001eb081580
gene:Zm00001eb081870 gene:Zm00001eb081880
gene:Zm00001eb081950 gene:Zm00001eb081960
gene:Zm00001eb081950 gene:Zm00001eb081970
gene:Zm00001eb081960 gene:Zm00001eb081970
gene:Zm00001eb082190 gene:Zm00001eb082200
gene:Zm00001eb082190 gene:Zm00001eb082210
gene:Zm00001eb082200 gene:Zm00001eb082210
gene:Zm00001eb082930 gene:Zm00001eb082960
gene:Zm00001eb083050 gene:Zm00001eb083060
gene:Zm00001eb083050 gene:Zm00001eb083080
gene:Zm00001eb083060 gene:Zm00001eb083080
gene:Zm00001eb083080 gene:Zm00001eb083100
gene:Zm00001eb083090 gene:Zm00001eb083100
gene:Zm00001eb083250 gene:Zm00001eb083280
gene:Zm00001eb083980 gene:Zm00001eb084020
gene:Zm00001eb084220 gene:Zm00001eb084230
gene:Zm00001eb084270 gene:Zm00001eb084280
gene:Zm00001eb084310 gene:Zm00001eb084320
gene:Zm00001eb084310 gene:Zm00001eb084340
gene:Zm00001eb084320 gene:Zm00001eb084340
gene:Zm00001eb084550 gene:Zm00001eb084560
gene:Zm00001eb084600 gene:Zm00001eb084630
gene:Zm00001eb085280 gene:Zm00001eb085290
gene:Zm00001eb085310 gene:Zm00001eb085320
gene:Zm00001eb085360 gene:Zm00001eb085380
gene:Zm00001eb085360 gene:Zm00001eb085400
gene:Zm00001eb085380 gene:Zm00001eb085400
gene:Zm00001eb086420 gene:Zm00001eb086430
gene:Zm00001eb087220 gene:Zm00001eb087250
gene:Zm00001eb087690 gene:Zm00001eb087720
gene:Zm00001eb087720 gene:Zm00001eb087730
gene:Zm00001eb087720 gene:Zm00001eb087740
gene:Zm00001eb087730 gene:Zm00001eb087740
gene:Zm00001eb087820 gene:Zm00001eb087830
gene:Zm00001eb087860 gene:Zm00001eb087870
gene:Zm00001eb087960 gene:Zm00001eb087980
gene:Zm00001eb087980 gene:Zm00001eb088000
gene:Zm00001eb088000 gene:Zm00001eb088020
gene:Zm00001eb088140 gene:Zm00001eb088160
gene:Zm00001eb088280 gene:Zm00001eb088290
gene:Zm00001eb088430 gene:Zm00001eb088440
gene:Zm00001eb088510 gene:Zm00001eb088560
gene:Zm00001eb088520 gene:Zm00001eb088570
gene:Zm00001eb088530 gene:Zm00001eb088580
gene:Zm00001eb088590 gene:Zm00001eb088610
gene:Zm00001eb088680 gene:Zm00001eb088690
gene:Zm00001eb089840 gene:Zm00001eb089860
gene:Zm00001eb089960 gene:Zm00001eb089980
gene:Zm00001eb090060 gene:Zm00001eb090080
gene:Zm00001eb090110 gene:Zm00001eb090120
gene:Zm00001eb090110 gene:Zm00001eb090130
gene:Zm00001eb090820 gene:Zm00001eb090830
gene:Zm00001eb091110 gene:Zm00001eb091140
gene:Zm00001eb091140 gene:Zm00001eb091170
gene:Zm00001eb091360 gene:Zm00001eb091370
gene:Zm00001eb091490 gene:Zm00001eb091500
gene:Zm00001eb091680 gene:Zm00001eb091690
gene:Zm00001eb091870 gene:Zm00001eb091900
gene:Zm00001eb092310 gene:Zm00001eb092320
gene:Zm00001eb092310 gene:Zm00001eb092330
gene:Zm00001eb092320 gene:Zm00001eb092330
gene:Zm00001eb092320 gene:Zm00001eb092340
gene:Zm00001eb092330 gene:Zm00001eb092340
gene:Zm00001eb092330 gene:Zm00001eb092370
gene:Zm00001eb092340 gene:Zm00001eb092370
gene:Zm00001eb092350 gene:Zm00001eb092360
gene:Zm00001eb092370 gene:Zm00001eb092400
gene:Zm00001eb092400 gene:Zm00001eb092410
gene:Zm00001eb092400 gene:Zm00001eb092440
gene:Zm00001eb092410 gene:Zm00001eb092440
gene:Zm00001eb092440 gene:Zm00001eb092460
gene:Zm00001eb092460 gene:Zm00001eb092470
gene:Zm00001eb092940 gene:Zm00001eb092950
gene:Zm00001eb092940 gene:Zm00001eb092960
gene:Zm00001eb092950 gene:Zm00001eb092960
gene:Zm00001eb092990 gene:Zm00001eb093010
