query_gene	ref_gene	query_chr	ref_chr	query_index	ref_index	Type
gene:Zm00001eb114150	gene:SORBI_3005G157200	2	5	4368	1675	shared_gene_pairs
gene:Zm00001eb114200	gene:SORBI_3005G159600	2	5	4372	1696	shared_gene_pairs
gene:Zm00001eb114240	gene:SORBI_3005G160100	2	5	4376	1699	shared_gene_pairs
gene:Zm00001eb114250	gene:SORBI_3005G160300	2	5	4377	1701	shared_gene_pairs
gene:Zm00001eb114270	gene:SORBI_3005G160500	2	5	4379	1703	shared_gene_pairs
gene:Zm00001eb114280	gene:SORBI_3005G160900	2	5	4380	1707	shared_gene_pairs
gene:Zm00001eb114290	gene:SORBI_3005G162300	2	5	4381	1721	shared_gene_pairs
gene:Zm00001eb114310	gene:SORBI_3005G162600	2	5	4383	1724	shared_gene_pairs
gene:Zm00001eb114320	gene:SORBI_3005G163700	2	5	4384	1734	shared_gene_pairs
gene:Zm00001eb114330	gene:SORBI_3005G164000	2	5	4385	1738	shared_gene_pairs
gene:Zm00001eb114360	gene:SORBI_3005G164700	2	5	4388	1744	shared_gene_pairs
gene:Zm00001eb114370	gene:SORBI_3005G165400	2	5	4389	1752	quota_Anchor
gene:Zm00001eb114370	gene:SORBI_3005G165500	2	5	4389	1753	quota_align
gene:Zm00001eb114430	gene:SORBI_3005G167300	2	5	4393	1774	shared_gene_pairs
gene:Zm00001eb114490	gene:SORBI_3005G168000	2	5	4400	1782	quota_align
gene:Zm00001eb114510	gene:SORBI_3005G167700	2	5	4401	1780	shared_gene_pairs
gene:Zm00001eb114640	gene:SORBI_3005G168500	2	5	4413	1787	quota_align
gene:Zm00001eb114650	gene:SORBI_3005G167700	2	5	4414	1780	quota_align
gene:Zm00001eb114690	gene:SORBI_3005G168000	2	5	4417	1782	quota_align
gene:Zm00001eb114700	gene:SORBI_3005G168200	2	5	4418	1784	shared_gene_pairs
gene:Zm00001eb114710	gene:SORBI_3005G168300	2	5	4419	1785	quota_Anchor
gene:Zm00001eb114760	gene:SORBI_3005G168500	2	5	4423	1787	shared_gene_pairs
gene:Zm00001eb114770	gene:SORBI_3005G169500	2	5	4424	1797	shared_gene_pairs
gene:Zm00001eb114780	gene:SORBI_3005G169600	2	5	4425	1798	shared_gene_pairs
gene:Zm00001eb114790	gene:SORBI_3005G169900	2	5	4426	1801	shared_gene_pairs
gene:Zm00001eb114820	gene:SORBI_3005G171800	2	5	4429	1821	shared_gene_pairs
gene:Zm00001eb114830	gene:SORBI_3005G172500	2	5	4430	1828	shared_gene_pairs
gene:Zm00001eb114860	gene:SORBI_3005G172400	2	5	4432	1827	quota_align
gene:Zm00001eb114950	gene:SORBI_3005G176700	2	5	4441	1865	shared_gene_pairs
gene:Zm00001eb114970	gene:SORBI_3005G178300	2	5	4443	1880	shared_gene_pairs
gene:Zm00001eb114990	gene:SORBI_3005G178100	2	5	4445	1878	quota_align
gene:Zm00001eb115000	gene:SORBI_3005G179300	2	5	4446	1888	shared_gene_pairs
gene:Zm00001eb115010	gene:SORBI_3005G180700	2	5	4447	1903	shared_gene_pairs
gene:Zm00001eb115030	gene:SORBI_3005G181800	2	5	4448	1915	quota_align
gene:Zm00001eb115050	gene:SORBI_3005G181700	2	5	4450	1914	shared_gene_pairs
gene:Zm00001eb115060	gene:SORBI_3005G186200	2	5	4451	1960	quota_align
gene:Zm00001eb115090	gene:SORBI_3005G183700	2	5	4453	1935	shared_gene_pairs
gene:Zm00001eb115110	gene:SORBI_3005G184100	2	5	4455	1939	shared_gene_pairs
gene:Zm00001eb115120	gene:SORBI_3005G184200	2	5	4456	1940	shared_gene_pairs
gene:Zm00001eb115140	gene:SORBI_3005G186200	2	5	4457	1960	quota_Anchor
gene:Zm00001eb115220	gene:SORBI_3005G195800	2	5	4463	2059	shared_gene_pairs
gene:Zm00001eb115230	gene:SORBI_3005G196800	2	5	4464	2072	shared_gene_pairs
gene:Zm00001eb115250	gene:SORBI_3005G196900	2	5	4466	2073	shared_gene_pairs
gene:Zm00001eb115270	gene:SORBI_3005G197100	2	5	4467	2076	shared_gene_pairs
gene:Zm00001eb115290	gene:SORBI_3005G197300	2	5	4468	2078	shared_gene_pairs
gene:Zm00001eb115300	gene:SORBI_3005G198200	2	5	4469	2089	quota_align
gene:Zm00001eb115340	gene:SORBI_3005G198100	2	5	4473	2087	quota_align
gene:Zm00001eb115370	gene:SORBI_3005G198000	2	5	4476	2086	shared_gene_pairs
gene:Zm00001eb115380	gene:SORBI_3005G198400	2	5	4477	2091	shared_gene_pairs
gene:Zm00001eb115390	gene:SORBI_3005G198500	2	5	4478	2092	quota_Anchor
gene:Zm00001eb115400	gene:SORBI_3005G199101	2	5	4479	2099	shared_gene_pairs
gene:Zm00001eb115450	gene:SORBI_3005G199300	2	5	4484	2102	shared_gene_pairs
gene:Zm00001eb115490	gene:SORBI_3005G199400	2	5	4487	2103	shared_gene_pairs
gene:Zm00001eb115600	gene:SORBI_3005G200800	2	5	4498	2113	shared_gene_pairs
gene:Zm00001eb115650	gene:SORBI_3005G200900	2	5	4502	2114	shared_gene_pairs
gene:Zm00001eb115680	gene:SORBI_3005G204400	2	5	4505	2150	quota_align
gene:Zm00001eb115750	gene:SORBI_3005G202700	2	5	4509	2131	quota_align
gene:Zm00001eb115750	gene:SORBI_3005G203150	2	5	4509	2136	quota_Anchor
gene:Zm00001eb115800	gene:SORBI_3005G207100	2	5	4513	2175	quota_align
gene:Zm00001eb115830	gene:SORBI_3005G207500	2	5	4516	2179	quota_align
gene:Zm00001eb115890	gene:SORBI_3005G210200	2	5	4521	2208	shared_gene_pairs
gene:Zm00001eb115900	gene:SORBI_3005G210000	2	5	4522	2206	shared_gene_pairs
gene:Zm00001eb115930	gene:SORBI_3005G209800	2	5	4525	2204	shared_gene_pairs
gene:Zm00001eb115940	gene:SORBI_3005G209600	2	5	4526	2203	shared_gene_pairs
gene:Zm00001eb115950	gene:SORBI_3005G209300	2	5	4527	2200	quota_Anchor
gene:Zm00001eb115950	gene:SORBI_3005G209000	2	5	4527	2197	quota_align
gene:Zm00001eb116020	gene:SORBI_3005G220000	2	5	4533	2308	quota_Anchor
gene:Zm00001eb116090	gene:SORBI_3005G222300	2	5	4540	2334	quota_Anchor
gene:Zm00001eb116170	gene:SORBI_3005G222400	2	5	4547	2335	quota_Anchor
gene:Zm00001eb116230	gene:SORBI_3005G224500	2	5	4551	2355	quota_Anchor
gene:Zm00001eb164300	gene:SORBI_3005G232200	4	5	3	2436	shared_gene_pairs
gene:Zm00001eb164310	gene:SORBI_3005G231900	4	5	4	2433	shared_gene_pairs
gene:Zm00001eb164340	gene:SORBI_3005G231800	4	5	7	2432	shared_gene_pairs
gene:Zm00001eb164350	gene:SORBI_3005G230000	4	5	8	2414	quota_align
gene:Zm00001eb164360	gene:SORBI_3005G231700	4	5	9	2431	shared_gene_pairs
gene:Zm00001eb164380	gene:SORBI_3005G231600	4	5	11	2430	quota_Anchor
gene:Zm00001eb164390	gene:SORBI_3005G231500	4	5	12	2429	shared_gene_pairs
gene:Zm00001eb164400	gene:SORBI_3005G231400	4	5	13	2428	shared_gene_pairs
gene:Zm00001eb164410	gene:SORBI_3005G231300	4	5	14	2427	shared_gene_pairs
gene:Zm00001eb164460	gene:SORBI_3005G231100	4	5	19	2425	shared_gene_pairs
gene:Zm00001eb164470	gene:SORBI_3005G231000	4	5	20	2424	shared_gene_pairs
gene:Zm00001eb164480	gene:SORBI_3005G230300	4	5	21	2417	shared_gene_pairs
gene:Zm00001eb164490	gene:SORBI_3005G230200	4	5	22	2416	shared_gene_pairs
gene:Zm00001eb164500	gene:SORBI_3005G229500	4	5	23	2409	shared_gene_pairs
gene:Zm00001eb164530	gene:SORBI_3005G229400	4	5	24	2408	shared_gene_pairs
gene:Zm00001eb164560	gene:SORBI_3005G229166	4	5	26	2405	shared_gene_pairs
gene:Zm00001eb164580	gene:SORBI_3005G229100	4	5	28	2404	shared_gene_pairs
gene:Zm00001eb164590	gene:SORBI_3005G229000	4	5	29	2403	shared_gene_pairs
gene:Zm00001eb164640	gene:SORBI_3005G228600	4	5	34	2399	shared_gene_pairs
gene:Zm00001eb164650	gene:SORBI_3005G228100	4	5	35	2395	shared_gene_pairs
gene:Zm00001eb164660	gene:SORBI_3005G228000	4	5	36	2394	shared_gene_pairs
gene:Zm00001eb164680	gene:SORBI_3005G227700	4	5	38	2391	shared_gene_pairs
gene:Zm00001eb164690	gene:SORBI_3005G227200	4	5	39	2386	quota_Anchor
gene:Zm00001eb164690	gene:SORBI_3005G227300	4	5	39	2387	quota_align
gene:Zm00001eb164700	gene:SORBI_3005G226600	4	5	40	2378	shared_gene_pairs
gene:Zm00001eb164710	gene:SORBI_3005G226500	4	5	41	2377	shared_gene_pairs
gene:Zm00001eb164720	gene:SORBI_3005G225800	4	5	42	2367	shared_gene_pairs
gene:Zm00001eb164730	gene:SORBI_3005G225000	4	5	43	2360	shared_gene_pairs
gene:Zm00001eb164740	gene:SORBI_3005G224800	4	5	44	2358	shared_gene_pairs
gene:Zm00001eb164750	gene:SORBI_3005G224400	4	5	45	2354	shared_gene_pairs
gene:Zm00001eb164780	gene:SORBI_3005G222200	4	5	48	2333	quota_Anchor
gene:Zm00001eb164790	gene:SORBI_3005G222000	4	5	49	2331	quota_Anchor
gene:Zm00001eb164810	gene:SORBI_3005G220300	4	5	50	2312	quota_Anchor
gene:Zm00001eb164820	gene:SORBI_3005G220000	4	5	51	2308	shared_gene_pairs
gene:Zm00001eb164940	gene:SORBI_3005G219300	4	5	62	2302	quota_Anchor
gene:Zm00001eb164950	gene:SORBI_3005G218100	4	5	63	2292	shared_gene_pairs
gene:Zm00001eb164960	gene:SORBI_3005G217900	4	5	64	2290	shared_gene_pairs
gene:Zm00001eb165000	gene:SORBI_3005G217200	4	5	67	2282	shared_gene_pairs
gene:Zm00001eb165010	gene:SORBI_3005G217101	4	5	68	2281	shared_gene_pairs
gene:Zm00001eb165030	gene:SORBI_3005G216900	4	5	69	2279	shared_gene_pairs
gene:Zm00001eb165040	gene:SORBI_3005G216600	4	5	70	2274	shared_gene_pairs
gene:Zm00001eb165060	gene:SORBI_3005G216300	4	5	72	2271	shared_gene_pairs
gene:Zm00001eb165090	gene:SORBI_3005G215300	4	5	75	2260	shared_gene_pairs
gene:Zm00001eb165180	gene:SORBI_3005G215200	4	5	82	2259	shared_gene_pairs
gene:Zm00001eb165210	gene:SORBI_3005G213200	4	5	85	2239	quota_Anchor
gene:Zm00001eb165230	gene:SORBI_3005G211500	4	5	87	2220	shared_gene_pairs
gene:Zm00001eb165250	gene:SORBI_3005G210700	4	5	89	2214	shared_gene_pairs
gene:Zm00001eb165260	gene:SORBI_3005G210600	4	5	90	2213	shared_gene_pairs
gene:Zm00001eb165270	gene:SORBI_3005G210500	4	5	91	2212	shared_gene_pairs
gene:Zm00001eb165280	gene:SORBI_3005G209600	4	5	92	2203	quota_Anchor
gene:Zm00001eb165310	gene:SORBI_3005G209500	4	5	95	2202	shared_gene_pairs
gene:Zm00001eb165330	gene:SORBI_3005G209400	4	5	97	2201	shared_gene_pairs
gene:Zm00001eb165340	gene:SORBI_3005G209000	4	5	98	2197	shared_gene_pairs
gene:Zm00001eb165360	gene:SORBI_3005G208900	4	5	100	2195	shared_gene_pairs
gene:Zm00001eb165360	gene:SORBI_3005G210000	4	5	100	2206	quota_align
gene:Zm00001eb165370	gene:SORBI_3005G207000	4	5	101	2174	quota_align
gene:Zm00001eb165370	gene:SORBI_3005G208100	4	5	101	2186	shared_gene_pairs
gene:Zm00001eb165420	gene:SORBI_3005G207500	4	5	104	2179	shared_gene_pairs
gene:Zm00001eb165430	gene:SORBI_3005G207300	4	5	105	2177	shared_gene_pairs
gene:Zm00001eb165440	gene:SORBI_3005G206700	4	5	106	2171	shared_gene_pairs
gene:Zm00001eb165450	gene:SORBI_3005G206500	4	5	107	2169	shared_gene_pairs
gene:Zm00001eb165460	gene:SORBI_3005G206300	4	5	108	2167	shared_gene_pairs
gene:Zm00001eb165480	gene:SORBI_3005G205000	4	5	110	2156	shared_gene_pairs
gene:Zm00001eb165490	gene:SORBI_3005G204700	4	5	111	2153	shared_gene_pairs
gene:Zm00001eb165510	gene:SORBI_3005G204600	4	5	113	2152	shared_gene_pairs
gene:Zm00001eb165660	gene:SORBI_3005G204500	4	5	128	2151	shared_gene_pairs
gene:Zm00001eb165690	gene:SORBI_3005G204300	4	5	131	2149	quota_Anchor
gene:Zm00001eb165700	gene:SORBI_3005G204200	4	5	132	2148	shared_gene_pairs
gene:Zm00001eb165710	gene:SORBI_3005G204100	4	5	133	2147	shared_gene_pairs
gene:Zm00001eb165740	gene:SORBI_3005G204000	4	5	134	2146	quota_Anchor
gene:Zm00001eb165750	gene:SORBI_3005G203900	4	5	136	2145	quota_Anchor
gene:Zm00001eb165750	gene:SORBI_3005G204000	4	5	136	2146	quota_align
gene:Zm00001eb165770	gene:SORBI_3005G203800	4	5	137	2144	shared_gene_pairs
gene:Zm00001eb165790	gene:SORBI_3005G203100	4	5	138	2135	shared_gene_pairs
gene:Zm00001eb165810	gene:SORBI_3005G202500	4	5	139	2129	quota_Anchor
gene:Zm00001eb165810	gene:SORBI_3005G202700	4	5	139	2131	quota_align
gene:Zm00001eb165820	gene:SORBI_3005G202400	4	5	140	2128	shared_gene_pairs
gene:Zm00001eb165830	gene:SORBI_3005G202300	4	5	141	2127	shared_gene_pairs
gene:Zm00001eb165860	gene:SORBI_3005G201100	4	5	144	2116	shared_gene_pairs
gene:Zm00001eb165870	gene:SORBI_3005G201000	4	5	145	2115	shared_gene_pairs
gene:Zm00001eb165880	gene:SORBI_3005G200800	4	5	146	2113	shared_gene_pairs
gene:Zm00001eb165890	gene:SORBI_3005G200300	4	5	147	2109	shared_gene_pairs
gene:Zm00001eb165900	gene:SORBI_3005G200200	4	5	148	2108	shared_gene_pairs
gene:Zm00001eb165930	gene:SORBI_3005G199800	4	5	150	2106	shared_gene_pairs
gene:Zm00001eb165940	gene:SORBI_3005G199700	4	5	152	2105	shared_gene_pairs
gene:Zm00001eb165950	gene:SORBI_3005G199200	4	5	153	2101	shared_gene_pairs
gene:Zm00001eb166010	gene:SORBI_3005G199101	4	5	158	2099	quota_align
gene:Zm00001eb166020	gene:SORBI_3005G199101	4	5	159	2099	quota_Anchor
gene:Zm00001eb166100	gene:SORBI_3005G198500	4	5	166	2092	shared_gene_pairs
gene:Zm00001eb166120	gene:SORBI_3005G198300	4	5	167	2090	shared_gene_pairs
gene:Zm00001eb166150	gene:SORBI_3005G198000	4	5	169	2086	quota_Anchor
gene:Zm00001eb166170	gene:SORBI_3005G197900	4	5	171	2085	shared_gene_pairs
gene:Zm00001eb166180	gene:SORBI_3005G197100	4	5	172	2076	shared_gene_pairs
gene:Zm00001eb166190	gene:SORBI_3005G196950	4	5	173	2074	shared_gene_pairs
gene:Zm00001eb166200	gene:SORBI_3005G196800	4	5	174	2072	shared_gene_pairs
gene:Zm00001eb166210	gene:SORBI_3005G196700	4	5	175	2071	quota_Anchor
gene:Zm00001eb166210	gene:SORBI_3005G195900	4	5	175	2060	quota_align
gene:Zm00001eb166220	gene:SORBI_3005G196500	4	5	176	2067	shared_gene_pairs
gene:Zm00001eb166230	gene:SORBI_3005G196100	4	5	177	2062	quota_Anchor
gene:Zm00001eb166250	gene:SORBI_3005G196000	4	5	179	2061	quota_Anchor
gene:Zm00001eb166260	gene:SORBI_3005G195800	4	5	180	2059	shared_gene_pairs
gene:Zm00001eb166390	gene:SORBI_3005G195600	4	5	191	2056	shared_gene_pairs
gene:Zm00001eb166400	gene:SORBI_3005G195400	4	5	192	2055	shared_gene_pairs
gene:Zm00001eb166410	gene:SORBI_3005G195100	4	5	193	2052	shared_gene_pairs
gene:Zm00001eb166440	gene:SORBI_3005G194900	4	5	196	2050	shared_gene_pairs
gene:Zm00001eb166460	gene:SORBI_3005G194700	4	5	198	2048	shared_gene_pairs
gene:Zm00001eb166490	gene:SORBI_3005G194300	4	5	201	2045	shared_gene_pairs
gene:Zm00001eb166540	gene:SORBI_3005G194200	4	5	205	2044	shared_gene_pairs
gene:Zm00001eb166550	gene:SORBI_3005G194000	4	5	206	2042	shared_gene_pairs
gene:Zm00001eb166570	gene:SORBI_3005G193800	4	5	208	2040	shared_gene_pairs
gene:Zm00001eb166600	gene:SORBI_3005G193180	4	5	211	2032	quota_align
gene:Zm00001eb166610	gene:SORBI_3005G192901	4	5	212	2027	quota_Anchor
gene:Zm00001eb166630	gene:SORBI_3005G192600	4	5	214	2024	shared_gene_pairs
gene:Zm00001eb166680	gene:SORBI_3005G192500	4	5	219	2023	shared_gene_pairs
gene:Zm00001eb166690	gene:SORBI_3005G192000	4	5	220	2017	shared_gene_pairs
gene:Zm00001eb166700	gene:SORBI_3005G191900	4	5	221	2016	shared_gene_pairs
gene:Zm00001eb166710	gene:SORBI_3005G191700	4	5	222	2015	shared_gene_pairs
gene:Zm00001eb166750	gene:SORBI_3005G188400	4	5	224	1983	quota_Anchor
gene:Zm00001eb166760	gene:SORBI_3005G188300	4	5	225	1982	quota_Anchor
gene:Zm00001eb166770	gene:SORBI_3005G187700	4	5	226	1976	quota_Anchor
gene:Zm00001eb166790	gene:SORBI_3005G187500	4	5	227	1974	quota_Anchor
gene:Zm00001eb166800	gene:SORBI_3005G187400	4	5	228	1973	quota_Anchor
gene:Zm00001eb166810	gene:SORBI_3005G187300	4	5	229	1972	quota_Anchor
gene:Zm00001eb166820	gene:SORBI_3005G187200	4	5	230	1970	quota_Anchor
gene:Zm00001eb166830	gene:SORBI_3005G187000	4	5	231	1968	quota_Anchor
gene:Zm00001eb166850	gene:SORBI_3005G186200	4	5	233	1960	quota_Anchor
gene:Zm00001eb166950	gene:SORBI_3005G184800	4	5	243	1946	quota_Anchor
gene:Zm00001eb166980	gene:SORBI_3005G184300	4	5	246	1941	quota_Anchor
gene:Zm00001eb166990	gene:SORBI_3005G184200	4	5	247	1940	quota_Anchor
gene:Zm00001eb167010	gene:SORBI_3005G183900	4	5	249	1936	quota_Anchor
gene:Zm00001eb167080	gene:SORBI_3005G183200	4	5	256	1929	quota_Anchor
gene:Zm00001eb167140	gene:SORBI_3005G182500	4	5	262	1922	quota_Anchor
gene:Zm00001eb167150	gene:SORBI_3005G182400	4	5	263	1921	quota_Anchor
gene:Zm00001eb167160	gene:SORBI_3005G182300	4	5	264	1920	quota_Anchor
gene:Zm00001eb167230	gene:SORBI_3005G181000	4	5	268	1907	quota_Anchor
gene:Zm00001eb167240	gene:SORBI_3005G180900	4	5	269	1906	quota_Anchor
gene:Zm00001eb167250	gene:SORBI_3005G180800	4	5	270	1904	quota_Anchor
gene:Zm00001eb167260	gene:SORBI_3005G180700	4	5	271	1903	quota_Anchor
gene:Zm00001eb167270	gene:SORBI_3005G179700	4	5	272	1892	quota_Anchor
gene:Zm00001eb167280	gene:SORBI_3005G178200	4	5	273	1879	quota_Anchor
gene:Zm00001eb167290	gene:SORBI_3005G178100	4	5	274	1878	quota_Anchor
gene:Zm00001eb167300	gene:SORBI_3005G177900	4	5	275	1877	quota_Anchor
gene:Zm00001eb167310	gene:SORBI_3005G177800	4	5	276	1876	quota_Anchor
gene:Zm00001eb167320	gene:SORBI_3005G177700	4	5	277	1875	quota_Anchor
gene:Zm00001eb167340	gene:SORBI_3005G177600	4	5	279	1874	quota_Anchor
gene:Zm00001eb167360	gene:SORBI_3005G176100	4	5	281	1861	quota_Anchor
gene:Zm00001eb167370	gene:SORBI_3005G176000	4	5	282	1860	quota_Anchor
gene:Zm00001eb167410	gene:SORBI_3005G175800	4	5	286	1858	quota_Anchor
gene:Zm00001eb167430	gene:SORBI_3005G175300	4	5	287	1853	quota_Anchor
gene:Zm00001eb167520	gene:SORBI_3005G175100	4	5	295	1850	quota_Anchor
gene:Zm00001eb167530	gene:SORBI_3005G173200	4	5	297	1833	quota_Anchor
gene:Zm00001eb167550	gene:SORBI_3005G172800	4	5	298	1830	quota_Anchor
gene:Zm00001eb167580	gene:SORBI_3005G172300	4	5	301	1826	quota_Anchor
gene:Zm00001eb167650	gene:SORBI_3005G170000	4	5	308	1802	shared_gene_pairs
gene:Zm00001eb167660	gene:SORBI_3005G169800	4	5	309	1800	shared_gene_pairs
gene:Zm00001eb167670	gene:SORBI_3005G169700	4	5	311	1799	shared_gene_pairs
gene:Zm00001eb167690	gene:SORBI_3005G169400	4	5	312	1796	quota_Anchor
gene:Zm00001eb167690	gene:SORBI_3005G169200	4	5	312	1794	quota_align
gene:Zm00001eb167700	gene:SORBI_3005G169300	4	5	313	1795	quota_Anchor
gene:Zm00001eb167720	gene:SORBI_3005G169200	4	5	315	1794	quota_Anchor
gene:Zm00001eb167740	gene:SORBI_3005G168700	4	5	316	1789	shared_gene_pairs
gene:Zm00001eb167750	gene:SORBI_3005G168600	4	5	317	1788	shared_gene_pairs
gene:Zm00001eb167780	gene:SORBI_3005G092700	4	5	320	951	shared_gene_pairs
gene:Zm00001eb167790	gene:SORBI_3005G091600	4	5	321	941	shared_gene_pairs
gene:Zm00001eb167810	gene:SORBI_3005G091500	4	5	322	940	shared_gene_pairs
gene:Zm00001eb167820	gene:SORBI_3005G091300	4	5	323	938	shared_gene_pairs
gene:Zm00001eb167830	gene:SORBI_3005G091000	4	5	324	935	shared_gene_pairs
gene:Zm00001eb167840	gene:SORBI_3005G090800	4	5	325	933	shared_gene_pairs
gene:Zm00001eb167850	gene:SORBI_3005G090300	4	5	326	928	shared_gene_pairs
gene:Zm00001eb167880	gene:SORBI_3005G090100	4	5	329	926	quota_Anchor
gene:Zm00001eb167900	gene:SORBI_3005G089700	4	5	331	922	quota_Anchor
gene:Zm00001eb167900	gene:SORBI_3005G090100	4	5	331	926	quota_align
gene:Zm00001eb167910	gene:SORBI_3005G089600	4	5	332	921	shared_gene_pairs
gene:Zm00001eb167940	gene:SORBI_3005G088900	4	5	335	914	shared_gene_pairs
gene:Zm00001eb167950	gene:SORBI_3005G088700	4	5	336	912	quota_Anchor
gene:Zm00001eb167950	gene:SORBI_3005G088800	4	5	336	913	quota_align
gene:Zm00001eb167960	gene:SORBI_3005G088300	4	5	337	908	shared_gene_pairs
gene:Zm00001eb167980	gene:SORBI_3005G088100	4	5	339	906	shared_gene_pairs
gene:Zm00001eb168000	gene:SORBI_3005G087900	4	5	340	905	shared_gene_pairs
gene:Zm00001eb168010	gene:SORBI_3005G087800	4	5	341	904	quota_align
gene:Zm00001eb168030	gene:SORBI_3005G087800	4	5	343	904	quota_Anchor
gene:Zm00001eb168040	gene:SORBI_3005G087600	4	5	344	901	shared_gene_pairs
gene:Zm00001eb168050	gene:SORBI_3005G087400	4	5	345	899	shared_gene_pairs
gene:Zm00001eb168070	gene:SORBI_3005G087300	4	5	346	898	shared_gene_pairs
gene:Zm00001eb168090	gene:SORBI_3005G087100	4	5	348	896	shared_gene_pairs
gene:Zm00001eb168100	gene:SORBI_3005G087000	4	5	349	895	shared_gene_pairs
gene:Zm00001eb168120	gene:SORBI_3005G086700	4	5	351	891	shared_gene_pairs
gene:Zm00001eb168140	gene:SORBI_3005G086300	4	5	353	886	shared_gene_pairs
gene:Zm00001eb168160	gene:SORBI_3005G086200	4	5	355	884	shared_gene_pairs
gene:Zm00001eb168170	gene:SORBI_3005G086000	4	5	356	882	shared_gene_pairs
gene:Zm00001eb168190	gene:SORBI_3005G085800	4	5	358	880	shared_gene_pairs
gene:Zm00001eb168200	gene:SORBI_3005G085700	4	5	359	879	shared_gene_pairs
gene:Zm00001eb168220	gene:SORBI_3005G085200	4	5	361	875	shared_gene_pairs
gene:Zm00001eb168260	gene:SORBI_3005G084900	4	5	363	872	shared_gene_pairs
gene:Zm00001eb168270	gene:SORBI_3005G084800	4	5	364	870	shared_gene_pairs
gene:Zm00001eb168340	gene:SORBI_3005G084500	4	5	370	868	shared_gene_pairs
gene:Zm00001eb168350	gene:SORBI_3005G084300	4	5	371	866	shared_gene_pairs
gene:Zm00001eb168410	gene:SORBI_3005G100700	4	5	377	1036	shared_gene_pairs
gene:Zm00001eb168430	gene:SORBI_3005G100800	4	5	378	1037	shared_gene_pairs
gene:Zm00001eb168440	gene:SORBI_3005G100900	4	5	379	1038	shared_gene_pairs
gene:Zm00001eb168450	gene:SORBI_3005G101200	4	5	380	1041	shared_gene_pairs
gene:Zm00001eb168470	gene:SORBI_3005G101300	4	5	381	1042	shared_gene_pairs
gene:Zm00001eb168480	gene:SORBI_3005G101400	4	5	382	1043	shared_gene_pairs
gene:Zm00001eb168510	gene:SORBI_3005G102500	4	5	385	1057	shared_gene_pairs
gene:Zm00001eb168520	gene:SORBI_3005G102800	4	5	386	1061	shared_gene_pairs
gene:Zm00001eb168540	gene:SORBI_3005G103100	4	5	388	1065	shared_gene_pairs
gene:Zm00001eb168550	gene:SORBI_3005G103300	4	5	389	1067	shared_gene_pairs
gene:Zm00001eb168590	gene:SORBI_3005G103800	4	5	393	1073	shared_gene_pairs
gene:Zm00001eb168620	gene:SORBI_3005G104100	4	5	396	1076	shared_gene_pairs
gene:Zm00001eb168640	gene:SORBI_3005G104200	4	5	398	1077	shared_gene_pairs
gene:Zm00001eb168670	gene:SORBI_3005G104500	4	5	401	1080	shared_gene_pairs
gene:Zm00001eb168690	gene:SORBI_3005G104600	4	5	403	1081	quota_Anchor
gene:Zm00001eb168700	gene:SORBI_3005G104600	4	5	404	1081	quota_align
gene:Zm00001eb168720	gene:SORBI_3005G104800	4	5	406	1083	shared_gene_pairs
gene:Zm00001eb168730	gene:SORBI_3005G105000	4	5	407	1086	shared_gene_pairs
gene:Zm00001eb168740	gene:SORBI_3005G105300	4	5	408	1087	shared_gene_pairs
gene:Zm00001eb168750	gene:SORBI_3005G105500	4	5	409	1088	shared_gene_pairs
gene:Zm00001eb168760	gene:SORBI_3005G106200	4	5	410	1095	shared_gene_pairs
gene:Zm00001eb168790	gene:SORBI_3005G106700	4	5	413	1101	shared_gene_pairs
gene:Zm00001eb168810	gene:SORBI_3005G106900	4	5	415	1103	shared_gene_pairs
gene:Zm00001eb168830	gene:SORBI_3005G107300	4	5	417	1107	shared_gene_pairs
gene:Zm00001eb168840	gene:SORBI_3005G073200	4	5	418	734	shared_gene_pairs
gene:Zm00001eb168850	gene:SORBI_3005G073400	4	5	419	736	shared_gene_pairs
gene:Zm00001eb168870	gene:SORBI_3005G073500	4	5	420	737	shared_gene_pairs
gene:Zm00001eb168880	gene:SORBI_3005G074100	4	5	421	743	shared_gene_pairs
gene:Zm00001eb168890	gene:SORBI_3005G074200	4	5	422	744	shared_gene_pairs
gene:Zm00001eb168910	gene:SORBI_3005G074400	4	5	424	746	shared_gene_pairs
gene:Zm00001eb168920	gene:SORBI_3005G074500	4	5	425	747	shared_gene_pairs
gene:Zm00001eb168930	gene:SORBI_3005G075900	4	5	426	762	shared_gene_pairs
gene:Zm00001eb169020	gene:SORBI_3005G078800	4	5	434	797	quota_align
gene:Zm00001eb169040	gene:SORBI_3005G081000	4	5	436	822	quota_align
gene:Zm00001eb169050	gene:SORBI_3005G079800	4	5	437	808	shared_gene_pairs
gene:Zm00001eb169080	gene:SORBI_3005G080200	4	5	439	815	shared_gene_pairs
gene:Zm00001eb169090	gene:SORBI_3005G080600	4	5	440	818	shared_gene_pairs
gene:Zm00001eb169120	gene:SORBI_3005G080900	4	5	443	821	shared_gene_pairs
gene:Zm00001eb169130	gene:SORBI_3005G100600	4	5	444	1035	shared_gene_pairs
gene:Zm00001eb169140	gene:SORBI_3005G100500	4	5	445	1034	shared_gene_pairs
gene:Zm00001eb169150	gene:SORBI_3005G100200	4	5	446	1030	quota_align
gene:Zm00001eb169160	gene:SORBI_3005G100300	4	5	447	1032	shared_gene_pairs
